XP-ECE,251,260,258,263,253,261,253,252,256,253,246,253,262,266,257,257,252,251,252,249,250,254,265,259,257,263,259,253,257,263,253,252,256,259,266,254,254,253,258,262,255,256,256,243,254,239,254,258,253,255,255,265,259,263,255,257,264,253,254,251,257,253,246,247,248,260,260,260,262,263,265,246,258,253,264,258,261,255,259,270,258,254,243,253,258,252,261,257,256,255,265,263,259,248,250,249,259,276,258,245
Envy-Cycle Elimination,212
Draft-and-Eliminate,261
Ordered Picking,263
Round-Robin,225
